HPI rank;Country;ISO;Continent;Unnamed: 4;Population (thousands);Year;LifeExp (years);Ladder of life (0-10);Footprint (g ha);HPI;Biocapacity for year (g ha);GDP per capita ($)
9;Honduras;HND;1;2016HND;9270.794;2016;74.7;5.648154736;1.538380265;55.73818967;1.6;5395.613969
10;Jamaica;JAM;1;2016JAM;2906.242;2016;74.2;5.696685632;1.60550902;55.20347421;1.6;9550.810094
11;Palestine, State of;PSE;4;2016PSE;4635.644;2016;73.6;4.906618118;0.756118455;54.86205981;1.6;6438.93364
12;New Zealand;NZL;2;2016NZL;4659.265;2016;81.9;7.225687981;4.471543489;54.37656561;1.6;41671.90256
13;El Salvador;SLV;1;2016SLV;6356.137;2016;72.6;6.139824867;2.003133136;54.29450265;1.6;8309.630336
14;Morocco;MAR;4;2016MAR;35126.274;2016;76;5.38630724;1.661657846;54.03605083;1.6;7109.242906
15;Thailand;THA;8;2016THA;68971.313;2016;76.4;6.07363987;2.483871661;53.9310042;1.6;16797.7721
16;Brazil;BRA;1;2016BRA;206163.056;2016;75.2;6.374817371;2.679956558;53.78350082;1.6;14446.41281
17;Netherlands;NLD;3;2016NLD;16981.285;2016;81.9;7.540877342;4.985808928;53.68594754;1.6;54019.80035
18;Pakistan;PAK;6;2016PAK;203631.356;2016;66.8;5.548508167;0.824596542;53.22461771;1.6;4421.670349
19;Israel;ISR;4;2016ISR;8108.984;2016;82.5;7.159010887;4.771553354;52.95537866;1.6;38427.74095
20;Peru;PER;1;2016PER;30926.036;2016;76;5.700628757;2.22869112;52.63961877;1.6;12403.68875
21;Philippines;PHL;8;2016PHL;103663.812;2016;70.8;5.430832863;1.311292302;52.443902;1.6;7705.045222
22;Tajikistan;TJK;7;2016TJK;8663.575;2016;70.4;5.103721142;0.938113355;52.31128953;1.6;2942.647962
23;United Kingdom;GBR;3;2016GBR;66297.944;2016;81.1;6.8242836;4.32868698;52.14458882;1.6;45409.41756
24;Argentina;ARG;1;2016ARG;43508.459;2016;76.2;6.427221298;3.191666261;51.99075157;1.6;23189.52745
25;Norway;NOR;3;2016NOR;5250.95;2016;82;7.596331596;5.467441028;51.87219257;1.6;63305.60402
26;Spain;ESP;3;2016ESP;46634.131;2016;83.1;6.318612099;4.056278297;51.82363812;1.6;38600.44682
27;Moldova;MDA;7;2016MDA;4066.013;2016;71.6;5.577784061;1.704609444;51.55072489;1.6;10942.55087
28;Uzbekistan;UZB;7;2016UZB;31441.753;2016;71.2;5.892539024;2.068162203;51.08585014;1.6;6346.334778
29;Nepal;NPL;6;2016NPL;27263.43;2016;69.8;5.099539757;1.041023037;51.05097307;1.6;2902.249217
30;Dominican Republic;DOM;1;2016DOM;10397.738;2016;73.5;5.238698483;1.682617518;50.84355559;1.6;16166.60375
31;Chile;CHL;1;2016CHL;18209.072;2016;79.8;6.579056263;4.111787612;50.82981708;1.6;24608.06503
32;France;FRA;3;2016FRA;64667.59;2016;82.3;6.475208759;4.42894984;50.43392161;1.6;43844.7477
33;Ireland;IRL;3;2016IRL;4695.79;2016;81.6;7.04073143;5.041625359;50.42761852;1.6;72962.8507
34;Germany;DEU;3;2016DEU;82193.77;2016;80.9;6.873763084;4.762096813;50.26092251;1.6;51968.67654
35;Bangladesh;BGD;6;2016BGD;157977.151;2016;71.8;4.5561409;0.811499079;50.19169361;1.6;3920.301119
36;Jordan;JOR;4;2016JOR;9554.286;2016;74.2;5.27128458;1.995216108;49.70275016;1.6;10039.50576
37;Algeria;DZA;4;2016DZA;40551.398;2016;76.3;5.340853691;2.35779786;49.64701731;1.6;11826.16467
38;Romania;ROU;7;2016ROU;19796.28;2016;75.6;5.96887064;3.028765191;49.55906318;1.6;25225.26379
39;Cyprus;CYP;3;2016CYP;1170.189;2016;80.5;5.794618607;3.594506579;49.05419209;1.6;36526.81906
40;Finland;FIN;3;2016FIN;5497.714;2016;81.4;7.659843445;6.14548749;48.99474076;1.6;46244.1052
41;Azerbaijan;AZE;7;2016AZE;9736.041;2016;72.5;5.303894997;1.957670423;48.84719645;1.6;14238.78414
42;Sri Lanka;LKA;6;2016LKA;21021.177;2016;76.5;4.471276045;1.510298522;48.57545597;1.6;12287.47271
43;Serbia;SRB;7;2016SRB;8853.963;2016;75.5;5.752754688;2.945289678;48.5659779;1.6;16234.49818
44;Indonesia;IDN;8;2016IDN;261556.386;2016;71;5.136325359;1.620646723;48.5456262;1.6;10531.19794
45;Japan;JPN;8;2016JPN;127763.267;2016;84.1;5.954650879;4.464446398;48.33973477;1.6;40155.28071
46;Italy;ITA;3;2016ITA;60663.068;2016;83;5.95452404;4.326680767;48.25081043;1.6;40968.14304
47;Sweden;SWE;3;2016SWE;9836.003;2016;82.4;7.368744373;6.131761144;48.2140206;1.6;51498.35302
48;Paraguay;PRY;1;2016PRY;6777.878;2016;73.8;5.801380157;2.890093677;47.91831036;1.6;12157.80061
49;Vietnam;VNM;8;2016VNM;93640.435;2016;75.2;5.062267303;2.193571431;47.87010449;1.6;6767.902495
50;Albania;ALB;7;2016ALB;2886.427;2016;78.2;4.511100769;1.958895085;47.42776412;1.6;12331.12775
51;Austria;AUT;3;2016AUT;8747.306;2016;81.3;7.048071861;5.851399947;46.93854373;1.6;53439.41395
52;Australia;AUS;2;2016AUS;24262.71;2016;83;7.250080109;6.42539913;46.88539264;1.6;48347.03166
53;Kyrgyzstan;KGZ;7;2016KGZ;6074.327;2016;71.1;4.856534004;1.684128381;46.32117641;1.6;4912.382483
54;North Macedonia;MKD;7;2016MKD;2080.746;2016;75.5;5.34574604;2.896622876;46.2416857;1.6;15541.21281
55;Poland;POL;7;2016POL;37989.218;2016;78.1;6.162076473;4.349812156;46.16811923;1.6;28774.2728
56;Malta;MLT;3;2016MLT;436.099;2016;82.1;6.590842247;5.653807741;45.79585328;1.6;40476.6286
57;Portugal;PRT;3;2016PRT;10325.54;2016;81.4;5.446637154;3.968619361;45.74078356;1.6;31949.20921
58;Lebanon;LBN;4;2016LBN;6714.281;2016;78.8;5.27072382;3.375625868;45.67735347;1.6;16108.50408
59;Malaysia;MYS;8;2016MYS;30684.652;2016;75.6;5.994353294;3.869577177;45.64232251;1.6;25541.64399
60;Slovakia;SVK;7;2016SVK;5442.001;2016;77;5.993163109;4.148562599;45.34959148;1.6;29343.28297
61;Denmark;DNK;3;2016DNK;5711.346;2016;80.6;7.55778265;6.916156244;45.17885125;1.6;54358.03363
62;Turkey;TUR;4;2016TUR;79827.868;2016;76.9;5.326221943;3.301411187;45.1192084;1.6;26471.28695
63;Czech Republic;CZE;7;2016CZE;10618.868;2016;78.9;6.735627174;5.536453224;45.00467855;1.6;37133.15493
64;Tunisia;TUN;4;2016TUN;11303.942;2016;76.1;4.521453381;2.15384163;44.99366706;1.6;10524.99351
65;Belgium;BEL;3;2016BEL;11354.407;2016;81.1;6.948936462;6.235419323;44.89112374;1.6;49988.07943
66;Senegal;SEN;5;2016SEN;14993.514;2016;67.1;4.59453392;1.102542084;44.85430544;1.6;3067.662712
67;Slovenia;SVN;7;2016SVN;2074.205;2016;80.9;5.936821461;4.869526398;44.53491409;1.6;34969.77263
68;Mauritius;MUS;5;2016MUS;1261.87;2016;74.6;5.610003471;3.485270099;44.45301295;1.6;20646.933
69;Greece;GRC;3;2016GRC;10615.183;2016;81.7;5.302619457;4.117237054;44.40699922;1.6;28743.41723
70;Bolivia;BOL;1;2016BOL;11031.822;2016;70.6;5.769723415;3.127037545;44.25669116;1.6;8202.550925
71;Egypt;EGY;4;2016EGY;94447.071;2016;71.5;4.556740761;1.753555862;44.17219302;1.6;10795.80863
72;Armenia;ARM;7;2016ARM;2936.147;2016;74.6;4.325471878;1.864460043;44.13751633;1.6;11303.0717
73;Cambodia;KHM;8;2016KHM;15766.29;2016;69;4.461259365;1.330308969;44.04312192;1.6;3733.955498
74;Croatia;HRV;7;2016HRV;4208.611;2016;78;5.416875362;3.902592041;43.70496939;1.6;25681.55207
75;China;CHN;8;2016CHN;1414049.353;2016;76.2;5.32495594;3.561086011;43.48180178;1.6;13487.82248
76;Hungary;HUN;7;2016HUN;9752.97;2016;76.3;5.448901653;3.783801361;43.31716346;1.6;28260.77661
77;Georgia;GEO;7;2016GEO;4015.457;2016;73.2;4.448386192;2.052957638;43.04600412;1.6;12963.74396
78;India;IND;6;2016IND;1324517.25;2016;68.9;4.179177284;1.146932709;43.02898423;1.6;5840.670229
79;Montenegro;MNE;7;2016MNE;627.271;2016;76.6;5.304066181;3.707825723;42.98068696;1.6;18857.90297
80;Bosnia and Herzegovina;BIH;7;2016BIH;3386.263;2016;77;5.180865288;3.616624633;42.88989601;1.6;13236.45206
81;Kenya;KEN;5;2016KEN;49051.531;2016;65.4;4.396127701;0.997617888;42.77505281;1.6;3952.745641
82;Iraq;IRQ;4;2016IRQ;36610.632;2016;70.1;4.412537098;1.734939452;42.29979124;1.6;11542.26426
83;Afghanistan;AFG;6;2016AFG;35383.028;2016;63.8;4.220168591;0.701342232;42.04274923;1.6;2057.062164
84;Ethiopia;ETH;5;2016ETH;103603.461;2016;65.5;4.297848701;1.022719119;42.03016388;1.6;1894.896632
85;South Korea;KOR;8;2016KOR;50983.446;2016;82.4;5.970564365;5.927906679;41.72344712;1.6;39963.61047
86;Saudi Arabia;SAU;4;2016SAU;32443.443;2016;74.8;6.473921299;5.411623376;41.57445544;1.6;48627.1493
87;Libya;LBY;4;2016LBY;6492.16;2016;72.3;5.43358326;3.584012617;41.48335513;1.6;10592.42442
88;Yemen;YEM;4;2016YEM;27168.21;2016;66.1;3.825630903;0.641415903;41.33043295;1.6;
89;Myanmar;MMR;8;2016MMR;53045.199;2016;66.2;4.623119831;1.684802906;41.14836783;1.6;4482.924518
90;Singapore;SGP;8;2016SGP;5653.625;2016;83.1;6.033480644;6.324792215;41.12248981;1.6;91075.53531
91;Iran;IRN;4;2016IRN;79563.991;2016;76;4.652730942;3.15587854;41.02257135;1.6;14205.20717
92;Canada;CAN;2;2016CAN;36382.942;2016;82.1;7.244845867;8.147206425;40.8171384;1.6;47564.81088
93;Zambia;ZMB;5;2016ZMB;16363.449;2016;62.5;4.347543716;0.962652967;40.40789981;1.6;3467.875156
94;Congo (Kinshasa);COD;5;2016COD;78789.13;2016;59.7;4.521935463;0.771842844;40.4038578;1.6;1055.572955
95;Bulgaria;BGR;7;2016BGR;7151.948;2016;74.7;4.837560654;3.440644829;40.14805243;1.6;20578.59751
96;Belarus;BLR;7;2016BLR;9445.638;2016;74;5.177899361;3.92232532;39.76507471;1.6;17822.60659
97;Congo (Brazzaville);COG;5;2016COG;4980.996;2016;63.6;4.119493484;1.086581587;39.05896825;1.6;4598.656999
98;Gabon;GAB;5;2016GAB;2007.882;2016;65.4;4.831764221;2.312826415;38.85935188;1.6;15359.80924
99;Lithuania;LTU;7;2016LTU;2889.555;2016;75.2;5.865552425;5.42216635;38.76692009;1.6;32027.80742
100;Uganda;UGA;5;2016UGA;39649.173;2016;62;4.233261108;1.059253532;38.76208933;1.6;2075.098911
101;Rwanda;RWA;5;2016RWA;11668.829;2016;67.9;3.332989931;0.689257275;38.70454113;1.6;1950.528104
102;Mozambique;MOZ;5;2016MOZ;27829.93;2016;58.3;4.414815426;0.771077498;38.59457063;1.6;1273.783084
103;Madagascar;MDG;5;2016MDG;24894.37;2016;65.9;3.663085938;0.92524314;38.44090988;1.6;1565.866924
104;Cameroon;CMR;5;2016CMR;23926.549;2016;58.1;4.816232204;1.33204428;37.99550162;1.6;3524.444514
105;Nigeria;NGA;5;2016NGA;185960.244;2016;53.5;5.219567776;1.065062377;37.89295421;1.6;5284.891949
106;Venezuela;VEN;1;2016VEN;29851.249;2016;72.4;4.041114807;2.474575191;37.88709688;1.6;
107;Russia;RUS;7;2016RUS;145275.374;2016;71.8;5.85494566;5.190674842;37.48104911;1.6;25568.90779
108;United States of America;USA;2;2016USA;323015.992;2016;78.9;6.803599834;8.166101256;37.15926754;1.6;59043.21146
109;Burkina Faso;BFA;5;2016BFA;18646.35;2016;60.4;4.205634594;1.138078772;36.99844683;1.6;1981.426838
110;Ghana;GHA;5;2016GHA;28481.947;2016;63.1;4.514411449;1.972134304;36.91534815;1.6;4724.125116
111;Latvia;LVA;7;2016LVA;1974.265;2016;74.9;5.940446377;6.220245929;36.49648773;1.6;27590.98338
112;Ukraine;UKR;7;2016UKR;44713.708;2016;71.7;4.028690338;2.785184675;36.11445679;1.6;11534.638
113;Mauritania;MRT;5;2016MRT;4163.532;2016;64.2;4.472149372;2.356836308;35.77782322;1.6;5045.8943
114;Cote d'Ivoire;CIV;5;2016CIV;23822.726;2016;56.6;4.542545795;1.256956665;35.60724689;1.6;4615.711582
115;Haiti;HTI;1;2016HTI;10839.976;2016;62.9;3.352300167;0.65225687;35.58263314;1.6;2952.618729
116;Niger;NER;5;2016NER;20788.789;2016;61.1;4.234645844;1.599893413;35.51831581;1.6;1151.655159
117;Sierra Leone;SLE;5;2016SLE;7328.846;2016;53.4;4.732953072;0.989760192;35.44928688;1.6;1610.552727
118;Malawi;MWI;5;2016MWI;17205.253;2016;62.7;3.476492643;0.834487971;35.38943639;1.6;1024.601072
119;Togo;TGO;5;2016TGO;7509.952;2016;60.2;3.878578424;1.05384781;35.20649964;1.6;1489.683845
120;Turkmenistan;TKM;7;2016TKM;5662.371;2016;67.8;5.887051582;5.262398327;35.04876278;1.6;13562.52608
121;United Arab Emirates;ARE;4;2016ARE;9360.975;2016;77.5;6.83095026;8.81626146;34.98120005;1.6;66510.86746
122;Estonia;EST;7;2016EST;1316.507;2016;78.1;5.649675369;7.026632994;34.629869;1.6;32232.92164
123;Benin;BEN;5;2016BEN;10872.072;2016;60.9;4.007357597;1.463542632;34.61954904;1.6;2961.441778
124;Zimbabwe;ZWE;5;2016ZWE;14030.338;2016;60.3;3.7354002;1.033343054;34.4686362;1.6;2934.73365
125;Kazakhstan;KAZ;7;2016KAZ;17830.902;2016;72.1;5.533551693;5.8496004;34.15479972;1.6;24210.86296
126;Namibia;NAM;5;2016NAM;2358.044;2016;62.6;4.485534509;2.550851501;34.04333668;1.6;10266.74525
127;South Africa;ZAF;5;2016ZAF;56207.649;2016;63.2;4.769739628;3.1153156;33.85786272;1.6;12702.91708
128;Burundi;BDI;5;2016BDI;10488.002;2016;60.5;3.339909077;0.660994808;33.79186488;1.6;794.6045744
129;Liberia;LBR;5;2016LBR;4586.788;2016;62.8;3.354676008;1.138004336;33.23599467;1.6;1516.355714
130;Mali;MLI;5;2016MLI;17965.448;2016;58;4.016027927;1.467639292;32.65902655;1.6;2198.562706
131;Bahrain;BHR;4;2016BHR;1425.793;2016;76.9;6.169673443;8.737183945;32.24323174;1.6;47937.77631
132;Botswana;BWA;5;2016BWA;2159.925;2016;68.2;3.498936653;2.675328146;31.3556357;1.6;17117.12222
133;Kuwait;KWT;4;2016KWT;3956.862;2016;75.2;5.947194576;8.439226413;31.2002207;1.6;54708.70268
134;Guinea;GIN;5;2016GIN;11738.434;2016;60.2;3.602854729;1.614086462;31.12473456;1.6;2253.478244
135;Tanzania;TZA;5;2016TZA;53049.231;2016;63.8;2.90273428;1.162798537;30.79859938;1.6;2441.565214
136;Luxembourg;LUX;3;2016LUX;579.266;2016;81.8;6.967340946;12.7564273;29.94113103;1.6;113396.7538
137;Chad;TCD;5;2016TCD;14561.658;2016;53.4;4.029350281;1.754370026;28.52399341;1.6;1687.052642
138;Lesotho;LSO;5;2016LSO;2075.041;2016;52.1;3.808204889;1.331656951;28.01152779;1.6;2842.698609
139;Mongolia;MNG;8;2016MNG;3056.358;2016;69.3;5.056999683;7.621831436;26.68082725;1.6;10940.41507
140;Central African Republic;CAF;5;2016CAF;4537.683;2016;51.6;2.693061113;1.164323601;22.34825123;1.6;884.4944169
;Bhutan;BTN;6;2016BTN;736.706;2016;70.8;;4.520954232;;1.6;10775.14643
;Comoros;COM;5;2016COM;795.597;2016;63.7;;1.230996595;;1.6;2987.989053
;Eswatini;SWZ;5;2016SWZ;1113.994;2016;57;;1.813382667;;1.6;8321.10661
;Hong Kong;HKG;8;2016HKG;7243.541;2016;84.3;5.498420715;;;1.6;58096.28339
;Iceland;ISL;3;2016ISL;332.209;2016;82.6;7.510034561;;;1.6;54125.48067
;Laos;LAO;8;2016LAO;6845.848;2016;66.9;;1.850226676;;1.6;6896.129388
;Qatar;QAT;4;2016QAT;2654.379;2016;79.9;;14.21852259;;1.6;95601.9874
;Sudan;SDN;5;2016SDN;39847.433;2016;64.7;;1.37715515;;1.6;4284.811056
;Taiwan;TWN;8;2016TWN;23618.201;2016;79.9362;6.512850761;;;1.6;
;Trinidad and Tobago;TTO;1;2016TTO;1377.563;2016;73.1;;7.821044834;;1.6;27201.46855
;Uruguay;URY;1;2016URY;3424.139;2016;77.5;6.171485424;;;1.6;20862.17131
;Vanuatu;VUT;8;2016VUT;278.326;2016;70;6.712810158;;;1.6;3061.78724
1;Costa Rica;CRI;1;2015CRI;4847.805;2015;79.6;6.854004383;2.519102684;61.7462735;1.61;18625.00494
2;Colombia;COL;1;2015COL;47520.667;2015;76.5;6.387571812;1.96862671;59.65478682;1.61;14143.70357
3;Panama;PAN;1;2015PAN;3968.49;2015;77.8;6.605550289;2.353808081;59.61897837;1.61;28436.35983
4;Guatemala;GTM;1;2015GTM;16252.425;2015;73.3;6.464986801;1.841373041;58.29211188;1.61;8125.364862
5;Nicaragua;NIC;1;2015NIC;6223.234;2015;73.6;5.924112797;1.498266138;57.16899761;1.61;5630.397464
6;Ecuador;ECU;1;2015ECU;16212.022;2015;76.1;5.964075089;1.904908167;56.73102;1.61;11896.37663
7;Switzerland;CHE;3;2015CHE;8296.775;2015;83.1;7.572136879;4.689625556;56.25750342;1.61;65936.62603
8;Moldova;MDA;7;2015MDA;4070.705;2015;71.5;6.017472267;1.530720247;55.76270768;1.61;10360.82959
9;Thailand;THA;8;2015THA;68714.519;2015;76.1;6.201762676;2.442232465;54.87633155;1.61;16301.53809
10;Philippines;PHL;8;2015PHL;102113.206;2015;70.6;5.547489166;1.136656153;54.40935611;1.61;7300.135781
11;Jamaica;JAM;1;2015JAM;2891.024;2015;74.1;5.5036122;1.520201786;54.37250794;1.61;9470.797195
12;Brazil;BRA;1;2015BRA;204471.759;2015;75;6.546896935;2.781374399;54.19507017;1.61;15059.23437
13;El Salvador;SLV;1;2015SLV;6325.121;2015;72.4;6.018496037;1.954985131;53.68541181;1.61;8143.016917
14;Mexico;MEX;1;2015MEX;121858.251;2015;74.9;6.236287117;2.531891089;53.59353453;1.61;19332.07427
15;New Zealand;NZL;2;2015NZL;4614.527;2015;81.7;7.418120861;4.925947837;53.20181426;1.61;41106.7184
16;Palestine, State of;PSE;4;2015PSE;4529.16;2015;73.4;4.695239067;0.774529355;52.9289479;1.61;6048.976597
17;Spain;ESP;3;2015ESP;46671.919;2015;83;6.380663395;3.929249872;52.84710679;1.61;37496.42147
18;Tajikistan;TJK;7;2015TJK;8454.019;2015;70.1;5.124210835;0.877953739;52.70636418;1.61;2821.656311
19;Algeria;DZA;4;2015DZA;39728.02;2015;76.1;5.847876072;2.516409986;52.05948199;1.61;11696.96376
20;Uzbekistan;UZB;7;2015UZB;30929.556;2015;70.9;5.972364426;1.983254491;51.94984692;1.61;6086.715742
21;Argentina;ARG;1;2015ARG;43075.416;2015;76.1;6.69713068;3.603949653;51.43833804;1.61;23933.88661
22;Morocco;MAR;4;2015MAR;34663.608;2015;75.7;5.163156986;1.789557021;51.40795506;1.61;7129.68627
23;Jordan;JOR;4;2015JOR;9266.573;2015;74.1;5.404593468;1.893776444;51.22810441;1.61;10145.83449
24;Peru;PER;1;2015PER;30470.739;2015;75.8;5.577263355;2.371760991;50.85814263;1.61;12110.26888
25;Germany;DEU;3;2015DEU;81787.411;2015;80.8;7.037137508;4.864903075;50.7113199;1.61;51247.06555
26;Norway;NOR;3;2015NOR;5199.827;2015;81.9;7.603433609;5.754590367;50.67855619;1.61;63188.66728
27;Chile;CHL;1;2015CHL;17969.356;2015;79.6;6.532749653;4.10930268;50.49039653;1.61;24516.83689
28;Netherlands;NLD;3;2015NLD;16938.492;2015;81.7;7.324437141;5.422548045;50.45889694;1.61;53143.29965
29;Bangladesh;BGD;6;2015BGD;156256.287;2015;71.5;4.633473873;0.856500731;50.29627986;1.61;3700.111081
30;Dominican Republic;DOM;1;2015DOM;10281.675;2015;73.2;5.061862469;1.633445779;49.72229954;1.61;15328.35206
31;Honduras;HND;1;2015HND;9112.904;2015;74.5;4.845436573;1.586166564;49.45467831;1.61;5283.409956
32;United Kingdom;GBR;3;2015GBR;65860.149;2015;81.1;6.515445232;4.543905349;49.39438329;1.61;44893.73978
33;Sri Lanka;LKA;6;2015LKA;20908.024;2015;76.3;4.611606598;1.540621456;49.35841678;1.61;11890.51618
34;Finland;FIN;3;2015FIN;5481.128;2015;81.2;7.447925568;5.769722671;49.33257044;1.61;45108.9916
35;Nepal;NPL;6;2015NPL;27015.033;2015;69.5;4.812436581;0.962500331;49.28776969;1.61;2911.548304
36;Tunisia;TUN;4;2015TUN;11179.951;2015;75.9;5.131611824;2.152264003;49.15310868;1.61;10519.73939
37;Romania;ROU;7;2015ROU;19925.182;2015;75.5;5.777491093;2.931425287;48.85549262;1.61;23954.3959
38;Ireland;IRL;3;2015IRL;4652.42;2015;81.3;6.830125332;5.115699003;48.80178696;1.61;71173.51565
39;France;FRA;3;2015FRA;64453.194;2015;82.2;6.357625008;4.662123295;48.6826246;1.61;43484.23872
40;Israel;ISR;4;2015ISR;7978.496;2015;82.3;7.07941103;5.665343436;48.53490883;1.61;37687.74748
41;Vietnam;VNM;8;2015VNM;92677.082;2015;75.1;5.076315403;2.121977798;48.35691874;1.61;6438.260271
42;Sweden;SWE;3;2015SWE;9764.949;2015;82.3;7.28892231;6.04098689;48.15009952;1.61;51091.58922
43;Pakistan;PAK;6;2015PAK;199426.953;2015;66.6;4.823194981;0.791605196;48.10268146;1.61;4278.346427
44;Japan;JPN;8;2015JPN;127985.139;2015;83.9;5.879684448;4.437556634;47.93934159;1.61;39900.75492
45;Malta;MLT;3;2015MLT;433.559;2015;81.9;6.61339426;5.141045998;47.88916061;1.61;39862.53107
46;Indonesia;IDN;8;2015IDN;258383.257;2015;70.8;5.04279995;1.608902514;47.8746162;1.61;10149.60391
47;Cyprus;CYP;3;2015CYP;1160.987;2015;80.3;5.439161301;3.415136344;47.60420644;1.61;34375.56372
48;Albania;ALB;7;2015ALB;2890.524;2015;78;4.606650829;2.041462861;47.57418049;1.61;11916.42231
49;Australia;AUS;2;2015AUS;23932.499;2015;82.8;7.309060574;6.304403015;47.56684669;1.61;47784.17848
50;Italy;ITA;3;2015ITA;60578.489;2015;82.8;5.847683907;4.3765207;47.31775428;1.61;40376.35073
51;Malaysia;MYS;8;2015MYS;30270.965;2015;75.5;6.322121143;3.913004379;47.3134855;1.61;24787.8262
52;Austria;AUT;3;2015AUT;8678.667;2015;81.2;7.07644701;5.864231182;47.03133872;1.61;52966.70248
53;Azerbaijan;AZE;7;2015AZE;9622.741;2015;72.3;5.146774769;2.167163086;46.52453921;1.61;14853.91055
54;Kyrgyzstan;KGZ;7;2015KGZ;5959.126;2015;70.9;4.905375957;1.736587192;46.26285961;1.61;4805.141092
55;Slovakia;SVK;7;2015SVK;5435.614;2015;76.8;6.162004471;4.145402606;46.24839464;1.61;28767.60276
56;Poland;POL;7;2015POL;38034.076;2015;77.9;6.007021904;4.115993292;46.22308935;1.61;27885.80961
57;Serbia;SRB;7;2015SRB;8876.777;2015;75.3;5.317685127;2.855840383;46.18605787;1.61;15627.94862
58;Turkey;TUR;4;2015TUR;78529.413;2015;76.5;5.514465332;3.281165573;46.16614895;1.61;26041.52835
59;Greece;GRC;3;2015GRC;10659.737;2015;81.5;5.622519016;4.164361203;46.06999201;1.61;28678.88087
60;Paraguay;PRY;1;2015PRY;6688.746;2015;73.7;5.559724331;2.966967429;46.02595075;1.61;11810.42797
61;Venezuela;VEN;1;2015VEN;30081.827;2015;72.6;5.568800449;2.838176968;45.93564945;1.61;
62;Lebanon;LBN;4;2015LBN;6532.681;2015;78.8;5.171971321;3.406617642;44.96997611;1.61;16299.21525
63;Egypt;EGY;4;2015EGY;92442.549;2015;71.3;4.762538433;1.875143286;44.82085516;1.61;10570.44546
64;Mauritius;MUS;5;2015MUS;1259.457;2015;74.5;5.628891706;3.444039124;44.73934336;1.61;19897.4754
65;Belgium;BEL;3;2015BEL;11287.931;2015;81;6.904219151;6.245225383;44.62783153;1.61;49613.3651
66;Bolivia;BOL;1;2015BOL;10869.732;2015;70.3;5.834329128;3.124304343;44.48356829;1.61;7984.413455
67;Senegal;SEN;5;2015SEN;14578.45;2015;66.7;4.61700058;1.152577572;44.45649306;1.61;2966.453516
68;Czech Republic;CZE;7;2015CZE;10601.39;2015;78.7;6.608017445;5.504941053;44.39500336;1.61;36283.91103
69;Denmark;DNK;3;2015DNK;5688.695;2015;80.5;7.514424801;7.145140815;44.20832842;1.61;53061.54437
70;India;IND;6;2015IND;1310152.392;2015;68.6;4.342079163;1.132968675;44.10126332;1.61;5454.347104
71;Hungary;HUN;7;2015HUN;9777.925;2015;76;5.34438324;3.44843684;44.02126767;1.61;27587.13548
72;Armenia;ARM;7;2015ARM;2925.559;2015;74.5;4.34831953;1.937085317;43.89880496;1.61;11321.35576
73;Singapore;SGP;8;2015SGP;5592.143;2015;82.9;6.619524956;6.4393368;43.65209629;1.61;89366.30789
74;Bosnia and Herzegovina;BIH;7;2015BIH;3429.362;2015;76.9;5.117177963;3.362356835;43.60700492;1.61;12671.00801
75;Portugal;PRT;3;2015PRT;10368.346;2015;81.2;5.080866337;3.94438521;43.53658371;1.61;31218.13566
76;Ethiopia;ETH;5;2015ETH;100835.453;2015;65;4.573154926;1.059856419;43.36953047;1.61;1779.084023
77;Slovenia;SVN;7;2015SVN;2071.199;2015;80.7;5.740642071;4.869947718;43.36917874;1.61;33912.92825
78;Zambia;ZMB;5;2015ZMB;15879.37;2015;61.7;4.843164444;0.932807649;43.26301794;1.61;3443.555206
79;Croatia;HRV;7;2015HRV;4232.874;2015;77.9;5.205438137;3.739903864;43.12976486;1.61;24640.85097
80;China;CHN;8;2015CHN;1406847.868;2015;75.9;5.303877831;3.613343562;42.9910151;1.61;12691.82155
81;North Macedonia;MKD;7;2015MKD;2079.335;2015;75.4;4.975589752;3.157434727;42.68560487;1.61;15121.12307
82;Iraq;IRQ;4;2015IRQ;35572.269;2015;69.9;4.493377209;1.771564034;42.56272307;1.61;10310.68002
83;Congo (Brazzaville);COG;5;2015COG;4856.093;2015;63.1;4.690830231;1.079378685;42.54468175;1.61;5252.154163
84;Belarus;BLR;7;2015BLR;9439.424;2015;73.7;5.718907833;4.003956383;42.31306114;1.61;18307.51967
85;Canada;CAN;2;2015CAN;36026.668;2015;82;7.412772655;7.921993139;42.20680019;1.61;47629.51205
86;Cambodia;KHM;8;2015KHM;15521.435;2015;68.6;4.162164688;1.281823523;41.98964735;1.61;3543.703553
87;Montenegro;MNE;7;2015MNE;626.957;2015;76.5;5.124921322;3.712395724;41.89296266;1.61;18321.89756
88;Kenya;KEN;5;2015KEN;47878.339;2015;64.8;4.357617855;1.057958759;41.76008859;1.61;3824.759543
89;Iran;IRN;4;2015IRN;78492.208;2015;75.8;4.749955654;3.200017713;41.36126242;1.61;12698.10807
90;Libya;LBY;4;2015LBY;6418.315;2015;72.1;5.615404606;3.88207529;41.19857575;1.61;11022.42921
91;Georgia;GEO;7;2015GEO;4024.18;2015;73;4.121940613;1.964982486;41.19047581;1.61;12605.14007
92;South Korea;KOR;8;2015KOR;50823.087;2015;82.1;5.780211449;5.797080901;41.0529808;1.61;38974.0041
93;Bulgaria;BGR;7;2015BGR;7199.739;2015;74.6;4.865401268;3.40871584;40.43299082;1.61;19682.79943
