HPI rank;Country;ISO;Continent;Unnamed: 4;Population (thousands);Year;LifeExp (years);Ladder of life (0-10);Footprint (g ha);HPI;Biocapacity for year (g ha);GDP per capita ($)
77;Denmark;DNK;3;2018DNK;5752.131;2018;80.8;7.648785591;7.023360955;45.19615624;1.57;56461.00792
78;Kenya;KEN;5;2018KEN;51392.57;2018;66.3;4.655702591;0.99217778;45.1485644;1.57;4203.802282
79;Singapore;SGP;8;2018SGP;5757.503;2018;83.5;6.374564171;5.712974499;45.09627695;1.57;97744.95461
80;Poland;POL;7;2018POL;37921.585;2018;78.5;6.111485004;4.760620326;44.27596619;1.57;31775.26164
81;Georgia;GEO;7;2018GEO;4002.946;2018;73.6;4.659097195;2.288986887;43.36861131;1.57;14257.08166
82;Montenegro;MNE;7;2018MNE;627.803;2018;76.8;5.650189877;4.104997878;43.28636699;1.57;20752.62045
83;Australia;AUS;2;2018AUS;24898.153;2018;83.3;7.17699337;7.386751688;43.27778032;1.57;49304.25111
84;Belgium;BEL;3;2018BEL;11482.18;2018;81.5;6.89217186;6.648064355;43.2661911;1.57;51279.65454
85;Turkey;TUR;4;2018TUR;82340.09;2018;77.4;5.185689449;3.561371915;43.24802024;1.57;28410.11313
86;Ethiopia;ETH;5;2018ETH;109224.41;2018;66.2;4.379262447;0.978679285;43.22297012;1.57;2103.512989
87;Libya;LBY;4;2018LBY;6678.565;2018;72.7;5.493977547;3.349107295;42.94110805;1.57;15017.98908
88;Taiwan;TWN;8;2018TWN;23726.46;2018;80.2928;6.467004776;5.922920989;42.91580362;1.57;
89;Burkina Faso;BFA;5;2018BFA;19751.466;2018;61.2;4.92723608;1.091197608;42.26598534;1.57;2120.322861
90;Niger;NER;5;2018NER;22442.831;2018;62;5.164007187;1.542992738;41.90897353;1.57;1200.966203
91;Madagascar;MDG;5;2018MDG;26262.313;2018;66.7;4.070586681;0.900804485;41.88067184;1.57;1613.104514
92;China;CHN;8;2018CHN;1427647.789;2018;76.7;5.131433964;3.731989287;41.76439175;1.57;15242.98586
93;Mozambique;MOZ;5;2018MOZ;29496.009;2018;60.2;4.653713703;0.762535411;41.5696699;1.57;1289.738003
94;Malaysia;MYS;8;2018MYS;31528.033;2018;76;5.338817596;3.976755248;41.53632467;1.57;27557.65446
95;Cameroon;CMR;5;2018CMR;25216.261;2018;58.9;5.250737667;1.255016363;41.46230101;1.57;3603.551705
96;Rwanda;RWA;5;2018RWA;12301.969;2018;68.7;3.5610466;0.641798171;41.10205847;1.57;2088.754318
97;Guinea;GIN;5;2018GIN;12414.292;2018;61.2;5.25222683;1.725578829;40.86355159;1.57;2495.971762
98;Bulgaria;BGR;7;2018BGR;7051.61;2018;74.9;5.098813534;3.703585066;40.57941736;1.57;22279.36194
99;Egypt;EGY;4;2018EGY;98423.602;2018;71.8;4.005450726;1.731398804;40.55629471;1.57;11366.33633
100;Laos;LAO;8;2018LAO;7061.498;2018;67.6;4.85940218;2.282094073;40.54458321;1.57;7592.819798
101;Ukraine;UKR;7;2018UKR;44246.158;2018;72;4.661909103;2.670289599;40.52097817;1.57;12338.0028
102;Canada;CAN;2;2018CAN;37074.558;2018;82.3;7.175496578;8.135169134;40.50111265;1.57;48770.33586
103;India;IND;6;2018IND;1352642.283;2018;69.4;3.818068743;1.213227782;40.29637313;1.57;6496.807506
104;Uganda;UGA;5;2018UGA;42729.032;2018;63;4.321714878;1.013246863;40.1912495;1.57;2122.260513
105;Saudi Arabia;SAU;4;2018SAU;33702.757;2018;75;6.356393337;5.650836616;40.14794386;1.57;47596.73557
106;Myanmar;MMR;8;2018MMR;53708.318;2018;66.9;4.410633087;1.746158362;39.83167699;1.57;5029.180876
107;South Korea;KOR;8;2018KOR;51171.7;2018;82.8;5.840231419;6.335861321;39.79236757;1.57;42105.27993
108;Ghana;GHA;5;2018GHA;29767.108;2018;63.8;5.003693104;2.071768904;39.68537151;1.57;5194.439001
109;Belarus;BLR;7;2018BLR;9452.615;2018;74.6;5.233769894;4.165250433;39.36753199;1.57;18885.2355
110;Gabon;GAB;5;2018GAB;2119.275;2018;66.2;4.783009052;2.242145187;39.29790813;1.57;14744.43433
111;Liberia;LBR;5;2018LBR;4818.976;2018;63.7;4.134852886;1.087836224;39.08039625;1.57;1497.004477
112;Cote d'Ivoire;CIV;5;2018CIV;25069.226;2018;57.4;5.26837492;1.497529256;39.08015845;1.57;5033.478224
113;Zambia;ZMB;5;2018ZMB;17351.714;2018;63.5;4.041488171;0.958663558;38.99215665;1.57;3521.520144
114;Nigeria;NGA;5;2018NGA;195874.685;2018;54.3;5.252288342;1.008926849;38.90693084;1.57;5155.074546
115;Lithuania;LTU;7;2018LTU;2801.27;2018;75.7;6.308878899;6.138185904;38.76514251;1.57;35540.65377
116;Iran;IRN;4;2018IRN;81800.204;2018;76.5;4.278117657;3.178226508;38.75467309;1.57;13471.84897
117;Namibia;NAM;5;2018NAM;2448.3;2018;63.4;4.834087849;2.034064871;38.57984512;1.57;9931.972912
118;Comoros;COM;5;2018COM;832.322;2018;64.1;3.972819567;1.134259997;38.058437;1.57;3066.837847
119;Haiti;HTI;1;2018HTI;11123.183;2018;63.7;3.614928007;0.63463956;37.94186761;1.57;2992.312294
120;United States of America;USA;2;2018USA;327096.263;2018;78.9;6.882684708;8.150143184;37.3934735;1.57;61498.36983
121;Burundi;BDI;5;2018BDI;11175.379;2018;61.2;3.775283098;0.610356416;37.35026949;1.57;761.5241934
122;Kazakhstan;KAZ;7;2018KAZ;18319.616;2018;73.2;6.00763607;5.901997763;36.66047233;1.57;25544.34476
123;Togo;TGO;5;2018TGO;7889.095;2018;60.8;4.022894859;1.092480553;36.22690094;1.57;1552.858562
124;Yemen;YEM;4;2018YEM;28498.683;2018;66.1;3.057513952;0.560899554;35.98012352;1.57;
125;Mali;MLI;5;2018MLI;19077.755;2018;58.9;4.415729523;1.426160259;35.66796942;1.57;2283.710194
126;Mauritania;MRT;5;2018MRT;4403.312;2018;64.7;4.313615322;2.282436597;35.36185015;1.57;5042.423182
127;Estonia;EST;7;2018EST;1322.913;2018;78.6;6.091302395;7.562801465;35.34342274;1.57;35320.47464
128;Latvia;LVA;7;2018LVA;1928.461;2018;75.2;5.901154041;6.619379482;35.22580922;1.57;30131.97915
129;Tanzania;TZA;5;2018TZA;56313.444;2018;65;3.445023298;1.135528184;35.15208205;1.57;2589.975602
130;Russia;RUS;7;2018RUS;145734.034;2018;72.4;5.513500214;5.490276514;35.12681073;1.57;26667.72544
131;South Africa;ZAF;5;2018ZAF;57792.52;2018;63.9;4.8839221;3.064659144;34.95262643;1.57;12627.92858
132;Malawi;MWI;5;2018MWI;18143.215;2018;63.8;3.334633589;0.901774306;34.71630124;1.57;1042.526368
133;Zimbabwe;ZWE;5;2018ZWE;14438.812;2018;61.2;3.616479874;1.023807575;34.24830484;1.57;3130.029501
134;United Arab Emirates;ARE;4;2018ARE;9630.966;2018;77.8;6.603743553;8.922794684;33.85940322;1.57;66968.26985
135;Sierra Leone;SLE;5;2018SLE;7650.149;2018;54.3;4.305683136;0.986696281;33.61343409;1.57;1663.292393
136;Bahrain;BHR;4;2018BHR;1569.44;2018;77.2;6.662666559;9.065320543;33.48858453;1.57;46227.02712
137;Eswatini;SWZ;5;2018SWZ;1136.274;2018;59.4;4.211565018;1.786539621;33.29174927;1.57;8521.214825
138;Kuwait;KWT;4;2018KWT;4137.314;2018;75.4;6.100012541;7.867505522;33.05372679;1.57;50478.5941
139;Hong Kong;HKG;8;2018HKG;7371.728;2018;84.7;5.510895967;8.844873384;32.66395188;1.57;61063.54937
140;Afghanistan;AFG;6;2018AFG;37171.922;2018;64.5;2.694303274;0.726988649;31.54055353;1.57;2033.779002
141;Botswana;BWA;5;2018BWA;2254.067;2018;69.3;3.4613657;2.706598731;31.51073757;1.57;17634.19462
142;Chad;TCD;5;2018TCD;15477.727;2018;54;4.486325264;1.671245789;31.48851121;1.57;1576.31867
143;Luxembourg;LUX;3;2018LUX;604.244;2018;82.1;7.242630959;12.70444185;30.94930291;1.57;113952.3579
144;Turkmenistan;TKM;7;2018TKM;5850.902;2018;68.1;4.620601654;5.300352632;29.25145523;1.57;14845.32943
145;Lesotho;LSO;5;2018LSO;2108.327;2018;53.7;3.653540611;1.465202335;27.67456595;1.57;2748.543746
146;Mongolia;MNG;8;2018MNG;3170.214;2018;69.7;5.464622974;9.664828807;24.72542004;1.57;11915.5793
;Bhutan;BTN;6;2018BTN;754.396;2018;71.5;;4.505679324;;1.57;11348.47204
;Central African Republic;CAF;5;2018CAF;4666.375;2018;52.8;;1.188435071;;1.57;933.1095507
;Congo (Kinshasa);COD;5;2018COD;84068.092;2018;60.4;;0.742806693;;1.57;1085.893701
;Qatar;QAT;4;2018QAT;2781.682;2018;80.1;;14.91070345;;1.57;90970.22442
;Sudan;SDN;5;2018SDN;41801.532;2018;65.1;;1.336276785;;1.57;4160.597868
;Trinidad and Tobago;TTO;1;2018TTO;1389.841;2018;73.4;;8.196677454;;1.57;26272.9084
1;Costa Rica;CRI;1;2017CRI;4949.955;2017;79.9;7.22518158;2.568161027;64.1664918;1.6;19749.16744
2;Panama;PAN;1;2017PAN;4106.764;2017;78.1;6.567658901;2.270548219;60.10793063;1.6;30454.76381
3;Nicaragua;NIC;1;2017NIC;6384.843;2017;74.1;6.476356506;1.740174226;59.74465975;1.6;6004.017296
4;Vanuatu;VUT;8;2017VUT;285.499;2017;70.2;6.793746878;1.63855;59.10720478;1.6;3116.645194
5;Colombia;COL;1;2017COL;48909.844;2017;76.9;6.157341957;1.91120352;58.6797165;1.6;14219.53282
6;Honduras;HND;1;2017HND;9429.016;2017;74.9;6.019985676;1.538064619;58.64685917;1.6;5561.996312
7;Guatemala;GTM;1;2017GTM;16914.979;2017;73.8;6.325118542;1.783268906;58.09636199;1.6;8317.364101
8;Tajikistan;TJK;7;2017TJK;8880.27;2017;70.6;5.829234123;0.965336517;57.71557999;1.6;3089.530208
9;Ecuador;ECU;1;2017ECU;16785.356;2017;76.6;5.839518547;1.713983053;57.50511403;1.6;11617.90876
10;Switzerland;CHE;3;2017CHE;8455.797;2017;83.5;7.473593235;4.474964779;57.00842613;1.6;66910.5737
11;Uruguay;URY;1;2017URY;3436.645;2017;77.6;6.336009979;2.58218;56.04577268;1.6;21324.846
12;El Salvador;SLV;1;2017SLV;6388.124;2017;72.9;6.339318275;1.985553581;56.01473623;1.6;8454.058198
13;New Zealand;NZL;2;2017NZL;4702.029;2017;82;7.32718277;4.322969965;55.81019187;1.6;42101.39587
14;Jamaica;JAM;1;2017JAM;2920.848;2017;74.3;5.889759064;1.811078493;55.26431443;1.6;9598.370957
15;Uzbekistan;UZB;7;2017UZB;31959.774;2017;71.4;6.421447754;1.995011429;55.20577972;1.6;6518.804687
16;Pakistan;PAK;6;2017PAK;207906.21;2017;66.9;5.830870628;0.863778249;55.05779695;1.6;4571.414491
17;United Kingdom;GBR;3;2017GBR;66727.463;2017;81.2;7.103273392;4.200775572;54.51330242;1.6;45955.32701
18;Mexico;MEX;1;2017MEX;124777.326;2017;74.9;6.410299301;2.623132531;54.11144842;1.6;19785.90501
19;Philippines;PHL;8;2017PHL;105172.921;2017;71;5.594270229;1.33671735;53.61026026;1.6;8120.842309
20;Peru;PER;1;2017PER;31444.299;2017;76.3;5.710936546;2.146596444;53.45396197;1.6;12506.53017
21;Dominican Republic;DOM;1;2017DOM;10513.111;2017;73.7;5.605202675;1.752746688;53.14711944;1.6;16735.33259
22;Netherlands;NLD;3;2017NLD;17021.343;2017;82;7.458965302;5.024509566;53.1166972;1.6;55264.57036
23;Brazil;BRA;1;2017BRA;207833.825;2017;75.5;6.332929134;2.81001845;52.99111082;1.6;14519.84913
24;Morocco;MAR;4;2017MAR;35581.257;2017;76.2;5.312482834;1.768041014;52.95231399;1.6;7314.154487
25;Thailand;THA;8;2017THA;69209.817;2017;76.7;5.938895226;2.577403902;52.70447747;1.6;17420.56515
26;Kyrgyzstan;KGZ;7;2017KGZ;6189.727;2017;71.2;5.629536629;1.55354464;52.55963878;1.6;5046.691535
27;Palestine, State of;PSE;4;2017PSE;4747.233;2017;73.7;4.62813282;0.812429998;52.29639146;1.6;6401.740891
28;Germany;DEU;3;2017DEU;82658.409;2017;81;7.074324608;4.702938114;51.73915277;1.6;53121.98768
29;Spain;ESP;3;2017ESP;46647.425;2017;83.3;6.230173111;4.026419355;51.55928857;1.6;39655.15021
30;Finland;FIN;3;2017FIN;5511.372;2017;81.6;7.788251877;5.83504831;51.04208969;1.6;47644.42838
31;Ireland;IRL;3;2017IRL;4753.281;2017;81.9;7.060155392;5.013502757;50.86492353;1.6;78051.521
32;France;FRA;3;2017FRA;64842.513;2017;82.4;6.635222435;4.602202298;50.6401261;1.6;44755.32528
33;Israel;ISR;4;2017ISR;8243.849;2017;82.7;7.331036091;5.5468826;50.57504766;1.6;39022.88802
34;Norway;NOR;3;2017NOR;5296.324;2017;82.1;7.578744888;5.775153972;50.53455496;1.6;64255.28265
35;Mauritius;MUS;5;2017MUS;1264.497;2017;74.7;6.174117565;3.06446719;49.97634013;1.6;21415.11611
36;Algeria;DZA;4;2017DZA;41389.174;2017;76.5;5.248912334;2.301701722;49.48500728;1.6;11737.40935
37;Cyprus;CYP;3;2017CYP;1179.685;2017;80.7;6.062051296;3.877463304;49.47223476;1.6;37766.90166
38;Italy;ITA;3;2017ITA;60673.694;2017;83.2;6.198870182;4.410827158;49.46967817;1.6;41713.90002
39;Argentina;ARG;1;2017ARG;43937.143;2017;76.4;6.039330006;3.304015065;49.15572513;1.6;23597.11775
40;Moldova;MDA;7;2017MDA;4059.687;2017;71.7;5.325530529;1.866907293;48.90989304;1.6;11651.31745
41;Chile;CHL;1;2017CHL;18470.435;2017;79.9;6.320119381;4.280644903;48.58351925;1.6;24548.1877
42;Romania;ROU;7;2017ROU;19653.966;2017;75.8;6.089904785;3.402462701;48.53868715;1.6;27230.52382
43;Nepal;NPL;6;2017NPL;27632.682;2017;70.2;4.736692429;1.092066691;48.3830935;1.6;3099.306082
44;Bangladesh;BGD;6;2017BGD;159685.421;2017;72.1;4.309771061;0.831657377;48.37629207;1.6;4161.089713
45;Vietnam;VNM;8;2017VNM;94600.643;2017;75.2;5.175278664;2.242731901;48.36464959;1.6;7155.745829
46;Indonesia;IDN;8;2017IDN;264650.969;2017;71.3;5.098401546;1.661594819;48.27079061;1.6;10935.84175
47;Sweden;SWE;3;2017SWE;9904.895;2017;82.5;7.286804676;6.076790938;48.06842081;1.6;52113.83434
48;Albania;ALB;7;2017ALB;2884.169;2017;78.3;4.639548302;2.049188713;47.91756054;1.6;12811.75944
49;Azerbaijan;AZE;7;2017AZE;9845.316;2017;72.7;5.152279377;1.97349664;47.88077778;1.6;14121.40694
50;Sri Lanka;LKA;6;2017LKA;21128.028;2017;76.6;4.330945492;1.490568979;47.70705693;1.6;12584.10442
51;Hungary;HUN;7;2017HUN;9729.822;2017;76.5;6.065038681;3.673492153;47.57198268;1.6;29559.21447
52;Austria;AUT;3;2017AUT;8819.902;2017;81.3;7.293727875;6.02481835;47.53631933;1.6;54342.94786
53;Japan;JPN;8;2017JPN;127502.728;2017;84.3;5.910676479;4.651207358;47.38539508;1.6;41093.50063
54;Jordan;JOR;4;2017JOR;9785.84;2017;74.3;4.808082581;1.926430407;46.96536822;1.6;10010.39496
55;Paraguay;PRY;1;2017PRY;6867.058;2017;74;5.71329546;3.090904849;46.51049958;1.6;12594.34143
56;Slovakia;SVK;7;2017SVK;5447.903;2017;77.2;6.365509033;4.413979185;46.43715015;1.6;30189.39713
57;Iceland;ISL;3;2017ISL;334.395;2017;82.7;7.476213932;6.8228;46.3978659;1.6;55274.18912
58;Malta;MLT;3;2017MLT;437.935;2017;82.2;6.675665855;5.684844976;46.18947093;1.6;42539.73635
59;Turkey;TUR;4;2017TUR;81116.451;2017;77.2;5.607262135;3.509141363;46.0748894;1.6;28007.97483
60;Slovenia;SVN;7;2017SVN;2076.395;2017;81;6.166837692;4.895139369;45.7815681;1.6;36622.19529
61;Czech Republic;CZE;7;2017CZE;10641.032;2017;79.1;6.789567947;5.471300902;45.65914911;1.6;38948.86299
62;Serbia;SRB;7;2017SRB;8829.623;2017;75.7;5.122031212;2.754592084;45.65771779;1.6;16664.06071
63;Portugal;PRT;3;2017PRT;10288.527;2017;81.7;5.711499214;4.40181771;45.6479221;1.6;33150.20997
64;Denmark;DNK;3;2017DNK;5732.277;2017;80.7;7.593702316;6.928879641;45.36657659;1.6;55533.44735
65;Senegal;SEN;5;2017SEN;15419.354;2017;67.4;4.683024883;1.160491011;45.35825605;1.6;3203.900758
66;Venezuela;VEN;1;2017VEN;29402.48;2017;72.2;5.070750713;2.282610075;45.28177224;1.6;
67;Cambodia;KHM;8;2017KHM;16009.413;2017;69.3;4.585842133;1.325940283;45.16385035;1.6;3928.373688
68;Lebanon;LBN;4;2017LBN;6819.373;2017;78.8;5.153989792;3.329648715;45.15592938;1.6;16005.25704
69;Poland;POL;7;2017POL;37953.176;2017;78.3;6.201268196;4.712723393;45.00138843;1.6;30160.49423
70;North Macedonia;MKD;7;2017MKD;2081.996;2017;75.6;5.233866692;3.06168418;44.80451926;1.6;15699.89421
71;Singapore;SGP;8;2017SGP;5708.042;2017;83.3;6.378437996;5.868474185;44.59428992;1.6;94940.97079
72;Congo (Brazzaville);COG;5;2017COG;5110.701;2017;64;4.883991241;1.066666789;44.57206784;1.6;4274.296414
73;Armenia;ARM;7;2017ARM;2944.789;2017;74.8;4.287736416;1.79751554;44.36779447;1.6;12115.05701
74;Croatia;HRV;7;2017HRV;4182.847;2017;78.2;5.343165874;3.719136937;44.18255747;1.6;26885.65841
75;Australia;AUS;2;2017AUS;24584.619;2017;83.1;7.25703764;7.272647577;44.06809061;1.6;48633.13322
76;Bolivia;BOL;1;2017BOL;11192.853;2017;70.9;5.65055275;3.084220334;43.97615561;1.6;8423.696806
77;Kenya;KEN;5;2017KEN;50221.146;2017;65.9;4.475654125;0.993979465;43.73543251;1.6;4046.208425
78;Malaysia;MYS;8;2017MYS;31104.655;2017;75.8;5.666585445;3.908324926;43.72526932;1.6;26661.1877
79;Belgium;BEL;3;2017BEL;11419.752;2017;81.3;6.928347588;6.603176082;43.63812748;1.6;50596.6428
80;Greece;GRC;3;2017GRC;10569.449;2017;81.9;5.14824152;4.12298257;43.56733884;1.6;29233.79663
81;Libya;LBY;4;2017LBY;6580.723;2017;72.5;5.646852493;3.459671177;43.36284088;1.6;13237.99853
82;Montenegro;MNE;7;2017MNE;627.563;2017;76.7;5.614798546;4.085460949;43.26495167;1.6;19745.11298
83;Bosnia and Herzegovina;BIH;7;2017BIH;3351.534;2017;77.1;5.089902401;3.492220488;42.94081871;1.6;13797.79022
84;Taiwan;TWN;8;2017TWN;23674.546;2017;80.1173;6.359450817;5.83;42.75072932;1.6;
85;Georgia;GEO;7;2017GEO;4008.723;2017;73.4;4.45077467;2.179147971;42.56177598;1.6;13589.70739
86;Ghana;GHA;5;2017GHA;29121.464;2017;63.5;5.481310844;2.042007762;42.55938534;1.6;4996.638706
87;Iraq;IRQ;4;2017IRQ;37552.789;2017;70.3;4.462399006;1.803408514;42.41906805;1.6;10971.97001
88;Tunisia;TUN;4;2017TUN;11433.438;2017;76.3;4.124342918;2.15357032;42.36673266;1.6;10605.25721
89;India;IND;6;2017IND;1338676.779;2017;69.2;4.046111107;1.194777473;42.02997103;1.6;6185.993893
90;Canada;CAN;2;2017CAN;36732.091;2017;82.2;7.414868355;8.077236163;41.82213127;1.6;48487.76028
91;Madagascar;MDG;5;2017MDG;25570.511;2017;66.3;4.078620434;0.916822995;41.70496943;1.6;1584.422678
92;China;CHN;8;2017CHN;1421021.794;2017;76.5;5.099061489;3.71444441;41.67950278;1.6;14344.42124
93;Ethiopia;ETH;5;2017ETH;106399.926;2017;65.9;4.180315495;1.00771664;41.60349911;1.6;2021.561046
94;Iran;IRN;4;2017IRN;80673.888;2017;76.3;4.716783047;3.224457514;41.31012722;1.6;14535.86223
95;Bulgaria;BGR;7;2017BGR;7102.452;2017;74.8;5.096901894;3.63544597;40.935937;1.6;21455.56436
96;Belarus;BLR;7;2017BLR;9450.233;2017;74.3;5.552915096;4.204488934;40.93394697;1.6;18280.19892
97;Liberia;LBR;5;2017LBR;4702.224;2017;63.3;4.424490929;1.107914267;40.73527933;1.6;1515.64325
98;South Korea;KOR;8;2017KOR;51096.408;2017;82.6;5.873887062;6.175655659;40.51557726;1.6;41110.6448
99;Laos;LAO;8;2017LAO;6953.031;2017;67.3;4.623140812;1.996751197;40.3882331;1.6;7257.807932
100;Benin;BEN;5;2017BEN;11175.192;2017;61.2;4.853180885;1.413485095;40.21962056;1.6;3044.513887
101;Cameroon;CMR;5;2017CMR;24566.07;2017;58.5;5.07405138;1.264084293;40.18398452;1.6;3554.525156
102;Burkina Faso;BFA;5;2017BFA;19193.236;2017;60.8;4.646891117;1.121392324;40.1603322;1.6;2044.381874
103;Egypt;EGY;4;2017EGY;96442.59;2017;71.7;3.929344177;1.780060494;39.880006;1.6;11014.48614
104;Saudi Arabia;SAU;4;2017SAU;33101.183;2017;74.9;6.294282436;5.768481303;39.55164833;1.6;47309.13223
105;Lithuania;LTU;7;2017LTU;2845.419;2017;75.5;6.272940636;5.864387431;39.49106761;1.6;33869.74153
106;Gabon;GAB;5;2017GAB;2064.812;2017;65.8;4.782382965;2.171096345;39.48938701;1.6;15006.76409
107;Congo (Kinshasa);COD;5;2017COD;81398.765;2017;60;4.311033249;0.754067374;39.36733655;1.6;1059.810775
108;Haiti;HTI;1;2017HTI;10982.367;2017;63.3;3.823865652;0.642578407;39.21815961;1.6;2980.960856
109;Nigeria;NGA;5;2017NGA;190873.247;2017;54;5.321928024;1.023790323;39.11294842;1.6;5190.354386
110;Guinea;GIN;5;2017GIN;12067.516;2017;60.7;4.873722553;1.680077299;38.63546408;1.6;2417.799187
111;Ukraine;UKR;7;2017UKR;44487.708;2017;71.8;4.311067104;2.659172545;38.42360354;1.6;11871.12362
112;Mozambique;MOZ;5;2017MOZ;28649.007;2017;59.3;4.279863358;0.804465155;38.3428658;1.6;1283.65987
113;Niger;NER;5;2017NER;21602.388;2017;61.6;4.615673542;1.564738265;38.32558134;1.6;1163.683259
114;Myanmar;MMR;8;2017MMR;53382.521;2017;66.6;4.154341698;1.708556523;38.31323451;1.6;4739.910118
115;United States of America;USA;2;2017USA;325084.758;2017;78.9;6.9917593;8.036161443;38.29597972;1.6;60062.22231
116;Togo;TGO;5;2017TGO;7698.476;2017;60.5;4.360805035;1.089000526;38.29398876;1.6;1516.526046
117;Zambia;ZMB;5;2017ZMB;16853.608;2017;63;3.932777405;0.968201247;37.99429004;1.6;3485.005238
118;Cote d'Ivoire;CIV;5;2017CIV;24437.475;2017;57;5.037734985;1.421130691;37.97278871;1.6;4830.751701
119;Uganda;UGA;5;2017UGA;41166.588;2017;62.5;4.000516891;1.042912858;37.69692522;1.6;2074.860241
120;Rwanda;RWA;5;2017RWA;11980.96;2017;68.3;3.10837388;0.674639047;37.36791393;1.6;1975.252453
121;Mali;MLI;5;2017MLI;18512.429;2017;58.5;4.741850376;1.435808169;37.3662321;1.6;2246.801669
122;Mauritania;MRT;5;2017MRT;4282.582;2017;64.5;4.678159714;2.313232115;37.34564725;1.6;5077.195472
123;Yemen;YEM;4;2017YEM;27834.811;2017;66.1;3.253560066;0.610368755;37.30334959;1.6;
124;Latvia;LVA;7;2017LVA;1951.097;2017;75;5.977817535;6.131974947;36.98340444;1.6;28741.47519
125;Namibia;NAM;5;2017NAM;2402.623;2017;63;4.441306114;2.102830819;35.85611864;1.6;10050.50128
126;Estonia;EST;7;2017EST;1319.389;2017;78.4;5.938395977;7.16080994;35.73640942;1.6;33964.31415
127;Burundi;BDI;5;2017BDI;10827.01;2017;60.9;3.557596087;0.629289356;35.69475221;1.6;773.5718584
128;Kazakhstan;KAZ;7;2017KAZ;18080.023;2017;72.7;5.882351398;5.988221467;35.68789318;1.6;24862.96612
129;United Arab Emirates;ARE;4;2017ARE;9487.206;2017;77.6;7.039419651;8.945830316;35.55711198;1.6;67183.62656
130;Russia;RUS;7;2017RUS;145530.091;2017;72.1;5.578742981;5.475099538;35.44718967;1.6;26005.97994
131;Malawi;MWI;5;2017MWI;17670.193;2017;63.3;3.416862965;0.899869344;35.07855368;1.6;1037.545868
132;Zimbabwe;ZWE;5;2017ZWE;14236.599;2017;60.8;3.63830018;1.030194843;34.21260457;1.6;3028.245976
133;Tanzania;TZA;5;2017TZA;54660.345;2017;64.5;3.347121239;1.167050404;34.15789107;1.6;2530.438453
134;Kuwait;KWT;4;2017KWT;4056.102;2017;75.3;6.093905449;8.031758458;32.72680536;1.6;50855.49996
135;Bahrain;BHR;4;2017BHR;1494.077;2017;77;6.227320671;8.655573463;32.69513916;1.6;47709.87381
136;South Africa;ZAF;5;2017ZAF;57009.751;2017;63.5;4.513655186;3.155162675;32.57705319;1.6;12701.34893
137;Turkmenistan;TKM;7;2017TKM;5757.667;2017;68;5.229148865;5.224274446;32.28019195;1.6;14205.02158
138;Sierra Leone;SLE;5;2017SLE;7488.427;2017;53.9;4.089562416;1.001921655;32.13759895;1.6;1642.606593
139;Chad;TCD;5;2017TCD;15016.761;2017;53.7;4.558937073;1.671427102;31.76874686;1.6;1587.03106
140;Trinidad and Tobago;TTO;1;2017TTO;1384.06;2017;73.2;6.191859722;8.227159701;31.66247324;1.6;26447.59327
141;Hong Kong;HKG;8;2017HKG;7306.315;2017;84.5;5.362474918;9.05338;31.62644672;1.6;59849.24818
142;Botswana;BWA;5;2017BWA;2205.076;2017;68.8;3.504881144;2.741095417;31.49326747;1.6;17253.28063
143;Afghanistan;AFG;6;2017AFG;36296.111;2017;64.1;2.66171813;0.664047068;31.46323232;1.6;2058.383832
144;Luxembourg;LUX;3;2017LUX;591.914;2017;82;7.061380863;12.79042523;30.2816418;1.6;112666.7694
145;Lesotho;LSO;5;2017LSO;2091.532;2017;52.9;3.795300722;1.468049695;27.99116364;1.6;2783.115664
146;Mongolia;MNG;8;2017MNG;3113.788;2017;69.5;5.333850384;8.04620625;27.0210166;1.6;11311.79382
147;Central African Republic;CAF;5;2017CAF;4596.023;2017;52.2;3.475862026;1.174955477;26.87391329;1.6;912.8020523
;Bhutan;BTN;6;2017BTN;745.563;2017;71.1;;4.372488641;;1.6;11142.39995
;Comoros;COM;5;2017COM;813.89;2017;63.9;;1.141346589;;1.6;3032.254682
;Eswatini;SWZ;5;2017SWZ;1124.808;2017;58.3;;1.88396707;;1.6;8408.454272
;Qatar;QAT;4;2017QAT;2724.727;2017;80;;14.72037707;;1.6;91738.8538
;Sudan;SDN;5;2017SDN;40813.398;2017;64.9;;1.334512378;;1.6;4362.578409
1;Costa Rica;CRI;1;2016CRI;4899.336;2016;79.7;7.135617733;2.710142521;62.37983287;1.6;19211.56676
2;Ecuador;ECU;1;2016ECU;16491.116;2016;76.4;6.115437508;1.691060743;59.5325466;1.6;11551.61667
3;Colombia;COL;1;2016COL;48175.048;2016;76.7;6.233715057;2.041412426;58.1467944;1.6;14242.80689
4;Guatemala;GTM;1;2016GTM;16583.079;2016;73.5;6.358916283;1.839335755;57.67299232;1.6;8205.754475
5;Mexico;MEX;1;2016MEX;123333.379;2016;74.9;6.824172974;2.565252482;57.15920886;1.6;19603.30887
6;Panama;PAN;1;2016PAN;4037.073;2016;78;6.117638111;2.260211915;56.93162189;1.6;29337.88139
7;Nicaragua;NIC;1;2016NIC;6303.97;2016;73.9;6.012739658;1.754731864;56.1793593;1.6;5811.910595
8;Switzerland;CHE;3;2016CHE;8379.915;2016;83.3;7.458519936;4.600744924;56.11937518;1.6;66344.07481
